,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date,mm,dd
7648,Washington,0,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-26,2,26
7649,Arizona,0,Extended,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-01-08,1,8
7650,California,0,Premium,Bachelor,Employed,0,Rural,Married,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-02,1,2
7651,Oregon,0,Basic,Bachelor,Employed,0,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-02,1,2
7652,Nevada,0,Extended,Bachelor,Unemployed,1,Rural,Married,Personal Auto,3,1,Web,SUV,Medsize,2011-02-23,2,23
7653,California,1,Basic,Doctor,other,1,Suburban,Divorced,Personal Auto,1,2,Branch,Two-Door Car,Medsize,2011-01-27,1,27
7654,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-22,1,22
7655,Washington,0,Basic,Master,Employed,1,Rural,Married,Special Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-01,1,1
7656,California,0,Basic,Bachelor,Employed,0,Rural,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-20,2,20
7657,Arizona,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-02-12,2,12
7658,Oregon,0,Extended,High School or Below,Employed,0,Urban,Single,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-13,2,13
7659,Oregon,0,Extended,High School or Below,Unemployed,1,Rural,Single,Personal Auto,2,1,Branch,Four-Door Car,Large,2011-01-04,1,4
7660,Arizona,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-15,2,15
7661,California,0,Extended,College,Unemployed,0,Urban,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-01-29,1,29
7662,Arizona,0,Basic,Doctor,other,1,Rural,Married,Personal Auto,2,3,Agent,Two-Door Car,Medsize,2011-01-20,1,20
7663,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-14,1,14
7664,California,0,Basic,High School or Below,Employed,1,Urban,Single,Personal Auto,1,1,Web,Two-Door Car,Medsize,2011-01-31,1,31
7665,Arizona,0,Extended,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,3,Agent,SUV,Medsize,2011-01-10,1,10
7666,Oregon,0,Premium,Master,Employed,1,Suburban,Married,Personal Auto,2,1,Call Center,Sports Car,Large,2011-01-26,1,26
7667,Arizona,0,Extended,High School or Below,Employed,0,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-01-22,1,22
7668,California,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,3,3,Call Center,SUV,Medsize,2011-02-10,2,10
7669,Oregon,0,Basic,High School or Below,Employed,1,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-26,1,26
7670,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Corporate Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-04,1,4
7671,California,0,Basic,Bachelor,other,1,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-03,1,3
7672,Oregon,0,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Large,2011-01-18,1,18
7673,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,2,Branch,SUV,Medsize,2011-02-21,2,21
7674,California,0,Extended,Bachelor,Employed,1,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large,2011-01-14,1,14
7675,Oregon,0,Extended,College,Employed,1,Urban,Married,Personal Auto,3,1,Branch,SUV,Large,2011-02-11,2,11
7676,Arizona,0,Extended,College,Employed,0,Urban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-18,1,18
7677,Oregon,0,Premium,Master,Employed,1,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-06,1,6
7678,California,0,Basic,Bachelor,Employed,1,Rural,Married,Corporate Auto,2,1,Branch,Two-Door Car,Medsize,2011-02-26,2,26
7679,California,0,Premium,High School or Below,Unemployed,0,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-22,2,22
7680,Washington,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Small,2011-02-26,2,26
7681,California,1,Premium,College,Unemployed,0,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large,2011-02-28,2,28
7682,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,1,Branch,SUV,Small,2011-02-16,2,16
7683,Oregon,1,Extended,Master,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,SUV,Small,2011-01-31,1,31
7684,California,0,Basic,College,Employed,1,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-18,2,18
7685,Washington,0,Extended,High School or Below,Employed,1,Suburban,Single,Personal Auto,1,2,Agent,Four-Door Car,Small,2011-01-05,1,5
7686,Oregon,0,Basic,Bachelor,Employed,1,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-15,2,15
7687,Oregon,1,Basic,High School or Below,other,0,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-26,2,26
7688,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,4,Web,Four-Door Car,Small,2011-01-20,1,20
7689,Nevada,1,Basic,College,Employed,1,Rural,Married,Corporate Auto,2,2,Branch,SUV,Large,2011-02-10,2,10
7690,Washington,0,Basic,College,other,1,Urban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-01,2,1
7691,California,1,Basic,Bachelor,Employed,0,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-19,1,19
7692,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Single,Personal Auto,2,2,Call Center,SUV,Medsize,2011-01-24,1,24
7693,Oregon,0,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-19,2,19
7694,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-23,1,23
7695,Arizona,0,Extended,Bachelor,Employed,1,Suburban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-26,2,26
7696,Oregon,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,1,4,Web,Two-Door Car,Medsize,2011-01-04,1,4
7697,Washington,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-10,2,10
7698,Oregon,0,Extended,Bachelor,Employed,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-06,2,6
7699,Oregon,0,Extended,College,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Branch,Two-Door Car,Medsize,2011-01-28,1,28
7700,Washington,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-29,1,29
7701,California,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-02-12,2,12
7702,Arizona,0,Basic,College,Employed,1,Rural,Divorced,Corporate Auto,3,3,Branch,Two-Door Car,Medsize,2011-02-08,2,8
7703,Arizona,0,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-16,1,16
7704,Oregon,0,Extended,Bachelor,Employed,1,Urban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-01-09,1,9
7705,Oregon,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-01-10,1,10
7706,California,1,Extended,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-26,1,26
7707,California,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,2011-02-07,2,7
7708,Washington,1,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,1,1,Web,Two-Door Car,Medsize,2011-01-30,1,30
7709,Washington,0,Basic,Bachelor,other,1,Urban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-01-27,1,27
7710,Oregon,0,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-02-23,2,23
7711,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-09,1,9
7712,Nevada,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-04,1,4
7713,Washington,0,Extended,Bachelor,Employed,1,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize,2011-02-13,2,13
7714,Oregon,0,Extended,High School or Below,Unemployed,1,Suburban,Divorced,Personal Auto,1,1,Web,Two-Door Car,Small,2011-02-22,2,22
7715,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,1,Branch,Luxury,Medsize,2011-01-02,1,2
7716,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,1,4,Branch,Four-Door Car,Small,2011-01-03,1,3
7717,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-13,1,13
7718,Nevada,0,Basic,College,Employed,0,Urban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-01-11,1,11
7719,Oregon,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Call Center,SUV,Medsize,2011-01-01,1,1
7720,Oregon,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-21,1,21
7721,California,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,1,3,Web,Four-Door Car,Medsize,2011-01-17,1,17
7722,Washington,0,Basic,College,Employed,1,Urban,Single,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-01-28,1,28
7723,Oregon,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,2,1,Call Center,Luxury,Medsize,2011-01-22,1,22
7724,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,3,Agent,SUV,Large,2011-02-15,2,15
7725,Nevada,0,Basic,High School or Below,Employed,1,Rural,Married,Corporate Auto,2,2,Agent,Two-Door Car,Medsize,2011-02-20,2,20
7726,Arizona,0,Extended,College,Employed,0,Suburban,Single,Corporate Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-26,2,26
7727,Oregon,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,2,3,Agent,SUV,Small,2011-02-18,2,18
7728,Oregon,0,Premium,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,3,Call Center,SUV,Medsize,2011-02-25,2,25
7729,Oregon,0,Extended,Bachelor,Employed,1,Rural,Divorced,Personal Auto,3,2,Web,Four-Door Car,Small,2011-01-20,1,20
7730,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-28,2,28
7731,Arizona,0,Extended,High School or Below,Employed,1,Urban,Divorced,Corporate Auto,1,1,Agent,SUV,Medsize,2011-01-17,1,17
7732,Washington,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize,2011-02-15,2,15
7733,California,0,Basic,College,other,1,Suburban,Divorced,Personal Auto,1,3,Call Center,Two-Door Car,Small,2011-02-14,2,14
7734,Arizona,1,Basic,Bachelor,Employed,0,Urban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-05,2,5
7735,Oregon,0,Extended,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Small,2011-01-05,1,5
7736,California,1,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize,2011-01-08,1,8
7737,Nevada,0,Basic,College,Employed,0,Suburban,Single,Corporate Auto,3,3,Agent,SUV,Small,2011-02-03,2,3
7738,Oregon,0,Extended,College,Unemployed,1,Suburban,Single,Special Auto,2,3,Branch,Four-Door Car,Medsize,2011-02-18,2,18
7739,California,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Large,2011-02-03,2,3
7740,California,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-11,1,11
7741,California,0,Extended,College,Employed,1,Rural,Married,Personal Auto,3,2,Branch,Luxury,Medsize,2011-02-28,2,28
7742,California,0,Extended,High School or Below,Employed,1,Urban,Married,Corporate Auto,1,1,Branch,Four-Door Car,Medsize,2011-01-10,1,10
7743,Nevada,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,2,Branch,SUV,Small,2011-01-05,1,5
7744,Oregon,1,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,1,2,Web,Sports Car,Medsize,2011-01-24,1,24
7745,Washington,0,Basic,College,Employed,0,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-08,1,8
7746,California,0,Basic,Doctor,other,1,Suburban,Married,Personal Auto,1,1,Call Center,Two-Door Car,Medsize,2011-02-28,2,28
7747,Nevada,0,Extended,College,Employed,1,Urban,Married,Personal Auto,3,1,Branch,Two-Door Car,Large,2011-01-30,1,30
7748,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-02-17,2,17
7749,Arizona,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Medsize,2011-01-09,1,9
7750,Oregon,0,Premium,Bachelor,Employed,0,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Large,2011-01-30,1,30
7751,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-07,2,7
7752,Nevada,0,Basic,Bachelor,Unemployed,1,Suburban,Divorced,Corporate Auto,1,3,Call Center,Four-Door Car,Medsize,2011-02-16,2,16
7753,Oregon,0,Extended,Master,Employed,0,Urban,Single,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-02-15,2,15
7754,Oregon,0,Basic,High School or Below,Employed,0,Suburban,Married,Corporate Auto,3,2,Web,Sports Car,Large,2011-02-14,2,14
7755,California,0,Basic,Bachelor,Employed,1,Urban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-21,1,21
7756,California,0,Premium,High School or Below,Employed,0,Suburban,Single,Corporate Auto,1,4,Web,Sports Car,Small,2011-02-14,2,14
7757,Oregon,0,Premium,Bachelor,Unemployed,1,Suburban,Single,Corporate Auto,1,1,Branch,Two-Door Car,Medsize,2011-02-17,2,17
7758,Washington,0,Basic,Master,other,0,Rural,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-18,2,18
7759,California,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,2,4,Web,SUV,Medsize,2011-01-23,1,23
7760,Oregon,0,Extended,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-23,1,23
7761,Oregon,1,Basic,College,other,0,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-03,1,3
7762,Washington,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-08,2,8
7763,Oregon,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-22,2,22
7764,Nevada,0,Basic,College,Employed,1,Rural,Divorced,Special Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-16,1,16
7765,California,0,Extended,Master,Employed,1,Rural,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-27,2,27
7766,Washington,1,Basic,Master,Employed,1,Suburban,Married,Special Auto,2,2,Agent,Four-Door Car,Small,2011-02-03,2,3
7767,Arizona,1,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-12,2,12
7768,California,0,Basic,Doctor,Unemployed,0,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-11,1,11
7769,Arizona,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,2,1,Branch,SUV,Large,2011-02-02,2,2
7770,California,0,Basic,Bachelor,Employed,0,Suburban,Married,Special Auto,3,2,Call Center,SUV,Medsize,2011-02-01,2,1
7771,Arizona,0,Basic,College,Employed,0,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-27,2,27
7772,Nevada,0,Basic,Master,Employed,1,Urban,Divorced,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-03,1,3
7773,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-22,2,22
7774,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-13,2,13
7775,California,0,Basic,Bachelor,Unemployed,1,Suburban,Married,Corporate Auto,1,3,Agent,Four-Door Car,Medsize,2011-02-17,2,17
7776,Arizona,0,Basic,College,Unemployed,0,Suburban,Married,Personal Auto,1,1,Branch,SUV,Large,2011-02-01,2,1
7777,California,0,Basic,College,Employed,0,Rural,Married,Personal Auto,1,3,Call Center,Two-Door Car,Medsize,2011-01-11,1,11
7778,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,3,Agent,Two-Door Car,Medsize,2011-02-10,2,10
7779,Washington,1,Basic,Bachelor,other,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-09,2,9
7780,Washington,0,Basic,College,Employed,0,Rural,Married,Corporate Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-17,1,17
7781,Oregon,0,Extended,Bachelor,other,1,Suburban,Married,Personal Auto,1,3,Agent,SUV,Small,2011-02-23,2,23
7782,Arizona,0,Extended,Master,Employed,0,Rural,Single,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-18,2,18
7783,Oregon,0,Basic,College,Unemployed,0,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-08,2,8
7784,Oregon,0,Basic,College,Employed,1,Rural,Married,Corporate Auto,2,1,Call Center,Four-Door Car,Medsize,2011-01-09,1,9
7785,California,0,Extended,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,2,3,Agent,Four-Door Car,Large,2011-01-16,1,16
7786,California,0,Premium,Bachelor,Employed,1,Urban,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-22,1,22
7787,Oregon,1,Basic,College,Employed,0,Urban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-02-07,2,7
7788,Arizona,0,Basic,College,Employed,0,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Large,2011-01-21,1,21
7789,Nevada,0,Basic,Bachelor,Employed,1,Rural,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-10,1,10
7790,Washington,1,Extended,High School or Below,Employed,0,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-13,2,13
7791,California,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,3,Web,Four-Door Car,Large,2011-02-09,2,9
7792,Oregon,0,Extended,High School or Below,Employed,0,Suburban,Single,Corporate Auto,3,3,Agent,Two-Door Car,Small,2011-01-10,1,10
7793,Oregon,0,Premium,Bachelor,Employed,0,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-02-03,2,3
7794,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Large,2011-02-02,2,2
7795,Oregon,0,Extended,College,Employed,0,Urban,Divorced,Personal Auto,1,1,Branch,SUV,Small,2011-01-09,1,9
7796,Arizona,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-01,2,1
7797,California,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-20,1,20
7798,Oregon,0,Basic,Doctor,Employed,1,Suburban,Married,Personal Auto,2,3,Branch,SUV,Medsize,2011-02-14,2,14
7799,Nevada,0,Extended,College,Employed,1,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-02-05,2,5
7800,Arizona,0,Basic,Bachelor,Employed,0,Urban,Married,Special Auto,3,3,Branch,SUV,Medsize,2011-01-17,1,17
7801,California,0,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-24,1,24
7802,Arizona,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize,2011-02-28,2,28
7803,Nevada,0,Basic,Bachelor,Unemployed,1,Urban,Married,Personal Auto,2,1,Web,SUV,Large,2011-01-31,1,31
7804,Oregon,0,Premium,Master,Employed,0,Rural,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small,2011-02-24,2,24
7805,Arizona,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Small,2011-02-25,2,25
7806,Washington,1,Basic,Bachelor,other,0,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-17,2,17
7807,Oregon,0,Extended,College,Employed,1,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-18,2,18
7808,Oregon,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,3,4,Call Center,SUV,Small,2011-01-22,1,22
7809,California,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-29,1,29
7810,Nevada,1,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,3,1,Web,SUV,Medsize,2011-01-11,1,11
7811,Oregon,0,Extended,College,Employed,1,Suburban,Married,Personal Auto,1,4,Branch,Four-Door Car,Medsize,2011-01-08,1,8
7812,Oregon,1,Basic,College,other,1,Suburban,Single,Corporate Auto,3,2,Web,Four-Door Car,Large,2011-01-28,1,28
7813,California,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Large,2011-01-31,1,31
7814,Arizona,0,Extended,High School or Below,other,0,Suburban,Single,Personal Auto,1,2,Web,Two-Door Car,Medsize,2011-01-03,1,3
7815,Oregon,0,Extended,College,Employed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-20,2,20
7816,California,1,Premium,Bachelor,other,1,Suburban,Married,Personal Auto,2,1,Agent,Luxury,Medsize,2011-01-05,1,5
7817,California,0,Basic,Bachelor,Employed,0,Urban,Single,Special Auto,3,3,Agent,Two-Door Car,Large,2011-01-14,1,14
7818,Washington,0,Extended,Bachelor,Employed,0,Urban,Single,Personal Auto,3,3,Web,SUV,Medsize,2011-02-18,2,18
7819,California,0,Premium,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Small,2011-02-20,2,20
7820,Arizona,0,Extended,High School or Below,Employed,0,Rural,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-20,1,20
